"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","1996-05",1.489118,
"AUT","CPI","TOT","AGRWTH","M","1996-06",1.654779,
"AUT","CPI","TOT","AGRWTH","M","1996-07",1.869687,
"AUT","CPI","TOT","AGRWTH","M","1996-08",1.859678,
"AUT","CPI","TOT","AGRWTH","M","1996-09",2.01934,
"AUT","CPI","TOT","AGRWTH","M","1996-10",2.11127,
"AUT","CPI","TOT","AGRWTH","M","1996-11",2.255209,
"AUT","CPI","TOT","AGRWTH","M","1996-12",2.342857,
"AUT","CPI","TOT","AGRWTH","M","1997-01",2.074454,
"AUT","CPI","TOT","AGRWTH","M","1997-02",2.008487,
"AUT","CPI","TOT","AGRWTH","M","1997-03",1.632883,
"AUT","CPI","TOT","AGRWTH","M","1997-04",1.718793,
"AUT","CPI","TOT","AGRWTH","M","1997-05",1.946952,
"AUT","CPI","TOT","AGRWTH","M","1997-06",1.403312,
"AUT","CPI","TOT","AGRWTH","M","1997-07",0.472748,
"AUT","CPI","TOT","AGRWTH","M","1997-08",-0.0553246,
"AUT","CPI","TOT","AGRWTH","M","1997-09",0.7248392,
"AUT","CPI","TOT","AGRWTH","M","1997-10",1.257334,
"AUT","CPI","TOT","AGRWTH","M","1997-11",1.17253,
"AUT","CPI","TOT","AGRWTH","M","1997-12",1.367952,
"AUT","CPI","TOT","AGRWTH","M","1998-01",1.197105,
"AUT","CPI","TOT","AGRWTH","M","1998-02",0.9983355,
"AUT","CPI","TOT","AGRWTH","M","1998-03",0.9695298,
"AUT","CPI","TOT","AGRWTH","M","1998-04",1.191136,
"AUT","CPI","TOT","AGRWTH","M","1998-05",0.9964024,
"AUT","CPI","TOT","AGRWTH","M","1998-06",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-07",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-08",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-09",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-10",0.6898463,
"AUT","CPI","TOT","AGRWTH","M","1998-11",0.8002207,
"AUT","CPI","TOT","AGRWTH","M","1998-12",0.6885153,
"AUT","CPI","TOT","AGRWTH","M","1999-01",0.4951849,
"AUT","CPI","TOT","AGRWTH","M","1999-02",0.4942342,
"AUT","CPI","TOT","AGRWTH","M","1999-03",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-04",0.1916239,
"AUT","CPI","TOT","AGRWTH","M","1999-05",0.493285,
"AUT","CPI","TOT","AGRWTH","M","1999-06",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-07",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-08",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-09",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-10",0.7947382,
"AUT","CPI","TOT","AGRWTH","M","1999-11",0.7664934,
"AUT","CPI","TOT","AGRWTH","M","1999-12",1.367614,
"AUT","CPI","TOT","AGRWTH","M","2000-01",1.14974,
"AUT","CPI","TOT","AGRWTH","M","2000-02",1.639344,
"AUT","CPI","TOT","AGRWTH","M","2000-03",1.939891,
"AUT","CPI","TOT","AGRWTH","M","2000-04",1.857923,
"AUT","CPI","TOT","AGRWTH","M","2000-05",1.745296,
"AUT","CPI","TOT","AGRWTH","M","2000-06",2.73224,
"AUT","CPI","TOT","AGRWTH","M","2000-07",2.814207,
"AUT","CPI","TOT","AGRWTH","M","2000-08",2.730003,
"AUT","CPI","TOT","AGRWTH","M","2000-09",3.030304,
"AUT","CPI","TOT","AGRWTH","M","2000-10",2.800434,
"AUT","CPI","TOT","AGRWTH","M","2000-11",3.096985,
"AUT","CPI","TOT","AGRWTH","M","2000-12",2.590395,
"AUT","CPI","TOT","AGRWTH","M","2001-01",3.007673,
"AUT","CPI","TOT","AGRWTH","M","2001-02",2.719028,
"AUT","CPI","TOT","AGRWTH","M","2001-03",2.617394,
"AUT","CPI","TOT","AGRWTH","M","2001-04",3.203404,
"AUT","CPI","TOT","AGRWTH","M","2001-05",3.321631,
"AUT","CPI","TOT","AGRWTH","M","2001-06",2.724395,
"AUT","CPI","TOT","AGRWTH","M","2001-07",2.742249,
"AUT","CPI","TOT","AGRWTH","M","2001-08",2.54275,
"AUT","CPI","TOT","AGRWTH","M","2001-09",2.542247,
"AUT","CPI","TOT","AGRWTH","M","2001-10",2.45168,
"AUT","CPI","TOT","AGRWTH","M","2001-11",1.97482,
"AUT","CPI","TOT","AGRWTH","M","2001-12",1.984523,
"AUT","CPI","TOT","AGRWTH","M","2002-01",2.169625,
"AUT","CPI","TOT","AGRWTH","M","2002-02",1.866405,
"AUT","CPI","TOT","AGRWTH","M","2002-03",1.862745,
"AUT","CPI","TOT","AGRWTH","M","2002-04",1.756098,
"AUT","CPI","TOT","AGRWTH","M","2002-05",1.850049,
"AUT","CPI","TOT","AGRWTH","M","2002-06",1.749271,
"AUT","CPI","TOT","AGRWTH","M","2002-07",1.553398,
"AUT","CPI","TOT","AGRWTH","M","2002-08",1.945525,
"AUT","CPI","TOT","AGRWTH","M","2002-09",1.648885,
"AUT","CPI","TOT","AGRWTH","M","2002-10",1.744186,
"AUT","CPI","TOT","AGRWTH","M","2002-11",1.745878,
"AUT","CPI","TOT","AGRWTH","M","2002-12",1.839303,
"AUT","CPI","TOT","AGRWTH","M","2003-01",1.737452,
"AUT","CPI","TOT","AGRWTH","M","2003-02",1.735776,
"AUT","CPI","TOT","AGRWTH","M","2003-03",1.828681,
"AUT","CPI","TOT","AGRWTH","M","2003-04",1.342282,
"AUT","CPI","TOT","AGRWTH","M","2003-05",1.051625,
"AUT","CPI","TOT","AGRWTH","M","2003-06",1.146132,
"AUT","CPI","TOT","AGRWTH","M","2003-07",1.147228,
"AUT","CPI","TOT","AGRWTH","M","2003-08",1.240458,
"AUT","CPI","TOT","AGRWTH","M","2003-09",1.431298,
"AUT","CPI","TOT","AGRWTH","M","2003-10",1.047619,
"AUT","CPI","TOT","AGRWTH","M","2003-11",1.334604,
"AUT","CPI","TOT","AGRWTH","M","2003-12",1.235741,
"AUT","CPI","TOT","AGRWTH","M","2004-01",1.13852,
"AUT","CPI","TOT","AGRWTH","M","2004-02",1.421801,
"AUT","CPI","TOT","AGRWTH","M","2004-03",1.512287,
"AUT","CPI","TOT","AGRWTH","M","2004-04",1.608325,
"AUT","CPI","TOT","AGRWTH","M","2004-05",2.081362,
"AUT","CPI","TOT","AGRWTH","M","2004-06",2.266289,
"AUT","CPI","TOT","AGRWTH","M","2004-07",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2004-08",2.262017,
"AUT","CPI","TOT","AGRWTH","M","2004-09",2.069614,
"AUT","CPI","TOT","AGRWTH","M","2004-10",2.63902,
"AUT","CPI","TOT","AGRWTH","M","2004-11",2.634055,
"AUT","CPI","TOT","AGRWTH","M","2004-12",2.910798,
"AUT","CPI","TOT","AGRWTH","M","2005-01",2.908067,
"AUT","CPI","TOT","AGRWTH","M","2005-02",2.833415,
"AUT","CPI","TOT","AGRWTH","M","2005-03",2.965249,
"AUT","CPI","TOT","AGRWTH","M","2005-04",2.759319,
"AUT","CPI","TOT","AGRWTH","M","2005-05",2.385628,
"AUT","CPI","TOT","AGRWTH","M","2005-06",2.313801,
"AUT","CPI","TOT","AGRWTH","M","2005-07",2.400798,
"AUT","CPI","TOT","AGRWTH","M","2005-08",2.023283,
"AUT","CPI","TOT","AGRWTH","M","2005-09",2.227126,
"AUT","CPI","TOT","AGRWTH","M","2005-10",1.953183,
"AUT","CPI","TOT","AGRWTH","M","2005-11",1.462202,
"AUT","CPI","TOT","AGRWTH","M","2005-12",1.40292,
"AUT","CPI","TOT","AGRWTH","M","2006-01",1.209677,
"AUT","CPI","TOT","AGRWTH","M","2006-02",1.20603,
"AUT","CPI","TOT","AGRWTH","M","2006-03",1,
"AUT","CPI","TOT","AGRWTH","M","2006-04",1.703407,
"AUT","CPI","TOT","AGRWTH","M","2006-05",1.701702,
"AUT","CPI","TOT","AGRWTH","M","2006-06",1.497006,
"AUT","CPI","TOT","AGRWTH","M","2006-07",1.498502,
"AUT","CPI","TOT","AGRWTH","M","2006-08",1.798202,
"AUT","CPI","TOT","AGRWTH","M","2006-09",1.395813,
"AUT","CPI","TOT","AGRWTH","M","2006-10",1.195219,
"AUT","CPI","TOT","AGRWTH","M","2006-11",1.598402,
"AUT","CPI","TOT","AGRWTH","M","2006-12",1.492537,
"AUT","CPI","TOT","AGRWTH","M","2007-01",1.593626,
"AUT","CPI","TOT","AGRWTH","M","2007-02",1.588878,
"AUT","CPI","TOT","AGRWTH","M","2007-03",1.782178,
"AUT","CPI","TOT","AGRWTH","M","2007-04",1.773399,
"AUT","CPI","TOT","AGRWTH","M","2007-05",1.968504,
"AUT","CPI","TOT","AGRWTH","M","2007-06",1.966568,
"AUT","CPI","TOT","AGRWTH","M","2007-07",2.066929,
"AUT","CPI","TOT","AGRWTH","M","2007-08",1.668302,
"AUT","CPI","TOT","AGRWTH","M","2007-09",2.064897,
"AUT","CPI","TOT","AGRWTH","M","2007-10",2.755906,
"AUT","CPI","TOT","AGRWTH","M","2007-11",3.146509,
"AUT","CPI","TOT","AGRWTH","M","2007-12",3.627451,
"AUT","CPI","TOT","AGRWTH","M","2008-01",3.235294,
"AUT","CPI","TOT","AGRWTH","M","2008-02",3.225806,
"AUT","CPI","TOT","AGRWTH","M","2008-03",3.501945,
"AUT","CPI","TOT","AGRWTH","M","2008-04",3.291384,
"AUT","CPI","TOT","AGRWTH","M","2008-05",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-06",3.857281,
"AUT","CPI","TOT","AGRWTH","M","2008-07",3.760849,
"AUT","CPI","TOT","AGRWTH","M","2008-08",3.667954,
"AUT","CPI","TOT","AGRWTH","M","2008-09",3.757226,
"AUT","CPI","TOT","AGRWTH","M","2008-10",3.065134,
"AUT","CPI","TOT","AGRWTH","M","2008-11",2.287893,
"AUT","CPI","TOT","AGRWTH","M","2008-12",1.324503,
"AUT","CPI","TOT","AGRWTH","M","2009-01",1.234568,
"AUT","CPI","TOT","AGRWTH","M","2009-02",1.325758,
"AUT","CPI","TOT","AGRWTH","M","2009-03",0.7518797,
"AUT","CPI","TOT","AGRWTH","M","2009-04",0.656045,
"AUT","CPI","TOT","AGRWTH","M","2009-05",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-06",-0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-07",-0.2788104,
"AUT","CPI","TOT","AGRWTH","M","2009-08",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-09",0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-10",0.1858736,
"AUT","CPI","TOT","AGRWTH","M","2009-11",0.6523765,
"AUT","CPI","TOT","AGRWTH","M","2009-12",1.027078,
"AUT","CPI","TOT","AGRWTH","M","2010-01",1.219512,
"AUT","CPI","TOT","AGRWTH","M","2010-02",1.028037,
"AUT","CPI","TOT","AGRWTH","M","2010-03",1.958955,
"AUT","CPI","TOT","AGRWTH","M","2010-04",2.048417,
"AUT","CPI","TOT","AGRWTH","M","2010-05",1.85701,
"AUT","CPI","TOT","AGRWTH","M","2010-06",1.951673,
"AUT","CPI","TOT","AGRWTH","M","2010-07",1.863933,
"AUT","CPI","TOT","AGRWTH","M","2010-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2010-09",1.855288,
"AUT","CPI","TOT","AGRWTH","M","2010-10",2.133581,
"AUT","CPI","TOT","AGRWTH","M","2010-11",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2010-12",2.310536,
"AUT","CPI","TOT","AGRWTH","M","2011-01",2.502317,
"AUT","CPI","TOT","AGRWTH","M","2011-02",3.021771,
"AUT","CPI","TOT","AGRWTH","M","2011-03",3.09295,
"AUT","CPI","TOT","AGRWTH","M","2011-04",3.310327,
"AUT","CPI","TOT","AGRWTH","M","2011-05",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-06",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-07",3.4937,
"AUT","CPI","TOT","AGRWTH","M","2011-08",3.504679,
"AUT","CPI","TOT","AGRWTH","M","2011-09",3.620805,
"AUT","CPI","TOT","AGRWTH","M","2011-10",3.437919,
"AUT","CPI","TOT","AGRWTH","M","2011-11",3.631503,
"AUT","CPI","TOT","AGRWTH","M","2011-12",3.174041,
"AUT","CPI","TOT","AGRWTH","M","2012-01",2.772277,
"AUT","CPI","TOT","AGRWTH","M","2012-02",2.556539,
"AUT","CPI","TOT","AGRWTH","M","2012-03",2.429543,
"AUT","CPI","TOT","AGRWTH","M","2012-04",2.321083,
"AUT","CPI","TOT","AGRWTH","M","2012-05",2.125604,
"AUT","CPI","TOT","AGRWTH","M","2012-06",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-07",2.129719,
"AUT","CPI","TOT","AGRWTH","M","2012-08",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-09",2.694899,
"AUT","CPI","TOT","AGRWTH","M","2012-10",2.788461,
"AUT","CPI","TOT","AGRWTH","M","2012-11",2.785783,
"AUT","CPI","TOT","AGRWTH","M","2012-12",2.780441,
"AUT","CPI","TOT","AGRWTH","M","2013-01",2.697495,
"AUT","CPI","TOT","AGRWTH","M","2013-02",2.492809,
"AUT","CPI","TOT","AGRWTH","M","2013-03",2.27704,
"AUT","CPI","TOT","AGRWTH","M","2013-04",1.984877,
"AUT","CPI","TOT","AGRWTH","M","2013-05",2.270577,
"AUT","CPI","TOT","AGRWTH","M","2013-06",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2013-07",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2013-08",1.795841,
"AUT","CPI","TOT","AGRWTH","M","2013-09",1.686973,
"AUT","CPI","TOT","AGRWTH","M","2013-10",1.403181,
"AUT","CPI","TOT","AGRWTH","M","2013-11",1.401869,
"AUT","CPI","TOT","AGRWTH","M","2013-12",1.865672,
"AUT","CPI","TOT","AGRWTH","M","2014-01",1.594747,
"AUT","CPI","TOT","AGRWTH","M","2014-02",1.496726,
"AUT","CPI","TOT","AGRWTH","M","2014-03",1.669759,
"AUT","CPI","TOT","AGRWTH","M","2014-04",1.668211,
"AUT","CPI","TOT","AGRWTH","M","2014-05",1.757632,
"AUT","CPI","TOT","AGRWTH","M","2014-06",1.850139,
"AUT","CPI","TOT","AGRWTH","M","2014-07",1.765799,
"AUT","CPI","TOT","AGRWTH","M","2014-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2014-09",1.56682,
"AUT","CPI","TOT","AGRWTH","M","2014-10",1.568266,
"AUT","CPI","TOT","AGRWTH","M","2014-11",1.658986,
"AUT","CPI","TOT","AGRWTH","M","2014-12",1.007326,
"AUT","CPI","TOT","AGRWTH","M","2015-01",0.7386888,
"AUT","CPI","TOT","AGRWTH","M","2015-02",0.8589376,
"BEL","CPI","TOT","AGRWTH","M","1993-01",2.843288,
"BEL","CPI","TOT","AGRWTH","M","1993-02",2.779304,
"BEL","CPI","TOT","AGRWTH","M","1993-03",2.932455,
"BEL","CPI","TOT","AGRWTH","M","1993-04",2.907296,
"BEL","CPI","TOT","AGRWTH","M","1993-05",2.688818,
"BEL","CPI","TOT","AGRWTH","M","1993-06",2.375245,
"BEL","CPI","TOT","AGRWTH","M","1993-07",2.581345,
"BEL","CPI","TOT","AGRWTH","M","1993-08",3.183053,
"BEL","CPI","TOT","AGRWTH","M","1993-09",2.819651,
"BEL","CPI","TOT","AGRWTH","M","1993-10",2.716156,
"BEL","CPI","TOT","AGRWTH","M","1993-11",2.535059,
"BEL","CPI","TOT","AGRWTH","M","1993-12",2.697163,
"BEL","CPI","TOT","AGRWTH","M","1994-01",2.421775,
"BEL","CPI","TOT","AGRWTH","M","1994-02",2.490381,
"BEL","CPI","TOT","AGRWTH","M","1994-03",2.315408,
"BEL","CPI","TOT","AGRWTH","M","1994-04",2.409382,
"BEL","CPI","TOT","AGRWTH","M","1994-05",2.55455,
"BEL","CPI","TOT","AGRWTH","M","1994-06",2.756492,
"BEL","CPI","TOT","AGRWTH","M","1994-07",2.717276,
"BEL","CPI","TOT","AGRWTH","M","1994-08",2.44262,
"BEL","CPI","TOT","AGRWTH","M","1994-09",2.457547,
"BEL","CPI","TOT","AGRWTH","M","1994-10",2.128108,
"BEL","CPI","TOT","AGRWTH","M","1994-11",1.988427,
"BEL","CPI","TOT","AGRWTH","M","1994-12",1.859439,
"BEL","CPI","TOT","AGRWTH","M","1995-01",1.872777,
"BEL","CPI","TOT","AGRWTH","M","1995-02",1.825008,
"BEL","CPI","TOT","AGRWTH","M","1995-03",1.741579,
"BEL","CPI","TOT","AGRWTH","M","1995-04",1.717676,
"BEL","CPI","TOT","AGRWTH","M","1995-05",1.380384,
"BEL","CPI","TOT","AGRWTH","M","1995-06",1.273951,
"BEL","CPI","TOT","AGRWTH","M","1995-07",1.19403,
"BEL","CPI","TOT","AGRWTH","M","1995-08",1.284687,
"BEL","CPI","TOT","AGRWTH","M","1995-09",1.194153,
"BEL","CPI","TOT","AGRWTH","M","1995-10",1.217248,
"BEL","CPI","TOT","AGRWTH","M","1995-11",1.464824,
"BEL","CPI","TOT","AGRWTH","M","1995-12",1.464521,
"BEL","CPI","TOT","AGRWTH","M","1996-01",1.96159,
"BEL","CPI","TOT","AGRWTH","M","1996-02",1.881356,
"BEL","CPI","TOT","AGRWTH","M","1996-03",2.037,
"BEL","CPI","TOT","AGRWTH","M","1996-04",2.053134,
"BEL","CPI","TOT","AGRWTH","M","1996-05",1.911648,
"BEL","CPI","TOT","AGRWTH","M","1996-06",1.82181,
"BEL","CPI","TOT","AGRWTH","M","1996-07",1.931144,
"BEL","CPI","TOT","AGRWTH","M","1996-08",1.939865,
"BEL","CPI","TOT","AGRWTH","M","1996-09",1.984448,
"BEL","CPI","TOT","AGRWTH","M","1996-10",2.472633,
"BEL","CPI","TOT","AGRWTH","M","1996-11",2.379929,
"BEL","CPI","TOT","AGRWTH","M","1996-12",2.545016,
"BEL","CPI","TOT","AGRWTH","M","1997-01",2.323934,
"BEL","CPI","TOT","AGRWTH","M","1997-02",1.99406,
"BEL","CPI","TOT","AGRWTH","M","1997-03",1.455625,
"BEL","CPI","TOT","AGRWTH","M","1997-04",1.255643,
"BEL","CPI","TOT","AGRWTH","M","1997-05",1.582815,
"BEL","CPI","TOT","AGRWTH","M","1997-06",1.738025,
"BEL","CPI","TOT","AGRWTH","M","1997-07",1.895269,
"BEL","CPI","TOT","AGRWTH","M","1997-08",1.834477,
"BEL","CPI","TOT","AGRWTH","M","1997-09",1.613809,
"BEL","CPI","TOT","AGRWTH","M","1997-10",1.301245,
"BEL","CPI","TOT","AGRWTH","M","1997-11",1.411009,
"BEL","CPI","TOT","AGRWTH","M","1997-12",1.143495,
"BEL","CPI","TOT","AGRWTH","M","1998-01",0.4016064,
"BEL","CPI","TOT","AGRWTH","M","1998-02",0.7348863,
"BEL","CPI","TOT","AGRWTH","M","1998-03",1.030784,
"BEL","CPI","TOT","AGRWTH","M","1998-04",1.504807,
"BEL","CPI","TOT","AGRWTH","M","1998-05",1.850306,
"BEL","CPI","TOT","AGRWTH","M","1998-06",1.583333,
"BEL","CPI","TOT","AGRWTH","M","1998-07",1.019565,
"BEL","CPI","TOT","AGRWTH","M","1998-08",0.440044,
"BEL","CPI","TOT","AGRWTH","M","1998-09",0.8286148,
"BEL","CPI","TOT","AGRWTH","M","1998-10",0.8563536,
"BEL","CPI","TOT","AGRWTH","M","1998-11",0.5785921,
"BEL","CPI","TOT","AGRWTH","M","1998-12",0.5790707,
"BEL","CPI","TOT","AGRWTH","M","1999-01",0.9655172,
"BEL","CPI","TOT","AGRWTH","M","1999-02",0.9772884,
"BEL","CPI","TOT","AGRWTH","M","1999-03",1.227078,
"BEL","CPI","TOT","AGRWTH","M","1999-04",1.166781,
"BEL","CPI","TOT","AGRWTH","M","1999-05",0.8468788,
"BEL","CPI","TOT","AGRWTH","M","1999-06",0.7519825,
"BEL","CPI","TOT","AGRWTH","M","1999-07",0.6546645,
"BEL","CPI","TOT","AGRWTH","M","1999-08",0.9173056,
"BEL","CPI","TOT","AGRWTH","M","1999-09",1.177921,
"BEL","CPI","TOT","AGRWTH","M","1999-10",1.301013,
"BEL","CPI","TOT","AGRWTH","M","1999-11",1.534036,
"BEL","CPI","TOT","AGRWTH","M","1999-12",1.932831,
"BEL","CPI","TOT","AGRWTH","M","2000-01",1.775956,
"BEL","CPI","TOT","AGRWTH","M","2000-02",1.93566,
"BEL","CPI","TOT","AGRWTH","M","2000-03",2.247344,
"BEL","CPI","TOT","AGRWTH","M","2000-04",2.048847,
"BEL","CPI","TOT","AGRWTH","M","2000-05",2.167141,
"BEL","CPI","TOT","AGRWTH","M","2000-06",2.741213,
"BEL","CPI","TOT","AGRWTH","M","2000-07",2.791328,
"BEL","CPI","TOT","AGRWTH","M","2000-08",2.876136,
"BEL","CPI","TOT","AGRWTH","M","2000-09",3.370786,
"BEL","CPI","TOT","AGRWTH","M","2000-10",2.974179,
"BEL","CPI","TOT","AGRWTH","M","2000-11",3.089168,
"BEL","CPI","TOT","AGRWTH","M","2000-12",2.501345,
"BEL","CPI","TOT","AGRWTH","M","2001-01",2.201342,
"BEL","CPI","TOT","AGRWTH","M","2001-02",2.259963,
"BEL","CPI","TOT","AGRWTH","M","2001-03",2.091381,
"BEL","CPI","TOT","AGRWTH","M","2001-04",2.778886,
"BEL","CPI","TOT","AGRWTH","M","2001-05",3.128729,
"BEL","CPI","TOT","AGRWTH","M","2001-06",2.932241,
"BEL","CPI","TOT","AGRWTH","M","2001-07",2.649618,
"BEL","CPI","TOT","AGRWTH","M","2001-08",2.677041,
"BEL","CPI","TOT","AGRWTH","M","2001-09",2.252488,
"BEL","CPI","TOT","AGRWTH","M","2001-10",2.350007,
"BEL","CPI","TOT","AGRWTH","M","2001-11",2.13295,
"BEL","CPI","TOT","AGRWTH","M","2001-12",2.177906,
"BEL","CPI","TOT","AGRWTH","M","2002-01",2.902548,
"BEL","CPI","TOT","AGRWTH","M","2002-02",2.628482,
"BEL","CPI","TOT","AGRWTH","M","2002-03",2.674843,
"BEL","CPI","TOT","AGRWTH","M","2002-04",1.824062,
"BEL","CPI","TOT","AGRWTH","M","2002-05",1.336933,
"BEL","CPI","TOT","AGRWTH","M","2002-06",0.872578,
"BEL","CPI","TOT","AGRWTH","M","2002-07",1.284192,
"BEL","CPI","TOT","AGRWTH","M","2002-08",1.258669,
"BEL","CPI","TOT","AGRWTH","M","2002-09",1.255123,
"BEL","CPI","TOT","AGRWTH","M","2002-10",1.295536,
"BEL","CPI","TOT","AGRWTH","M","2002-11",1.101858,
"BEL","CPI","TOT","AGRWTH","M","2002-12",1.373909,
"BEL","CPI","TOT","AGRWTH","M","2003-01",1.212508,
"BEL","CPI","TOT","AGRWTH","M","2003-02",1.745668,
"BEL","CPI","TOT","AGRWTH","M","2003-03",1.753717,
"BEL","CPI","TOT","AGRWTH","M","2003-04",1.473764,
"BEL","CPI","TOT","AGRWTH","M","2003-05",1.040213,
"BEL","CPI","TOT","AGRWTH","M","2003-06",1.615571,
"BEL","CPI","TOT","AGRWTH","M","2003-07",1.470775,
"BEL","CPI","TOT","AGRWTH","M","2003-08",1.788432,
"BEL","CPI","TOT","AGRWTH","M","2003-09",1.796104,
"BEL","CPI","TOT","AGRWTH","M","2003-10",1.58288,
"BEL","CPI","TOT","AGRWTH","M","2003-11",1.850209,
"BEL","CPI","TOT","AGRWTH","M","2003-12",1.735276,
"BEL","CPI","TOT","AGRWTH","M","2004-01",1.588903,
"BEL","CPI","TOT","AGRWTH","M","2004-02",1.264872,
"BEL","CPI","TOT","AGRWTH","M","2004-03",1.124017,
"BEL","CPI","TOT","AGRWTH","M","2004-04",1.928133,
"BEL","CPI","TOT","AGRWTH","M","2004-05",2.59887,
"BEL","CPI","TOT","AGRWTH","M","2004-06",2.25338,
"BEL","CPI","TOT","AGRWTH","M","2004-07",2.411596,
"BEL","CPI","TOT","AGRWTH","M","2004-08",2.255452,
"BEL","CPI","TOT","AGRWTH","M","2004-09",2.037773,
"BEL","CPI","TOT","AGRWTH","M","2004-10",2.867115,
"BEL","CPI","TOT","AGRWTH","M","2004-11",2.550703,
"BEL","CPI","TOT","AGRWTH","M","2004-12",2.278386,
"BEL","CPI","TOT","AGRWTH","M","2005-01",2.259186,
"BEL","CPI","TOT","AGRWTH","M","2005-02",2.55998,
"BEL","CPI","TOT","AGRWTH","M","2005-03",3.075213,
"BEL","CPI","TOT","AGRWTH","M","2005-04",2.751505,
"BEL","CPI","TOT","AGRWTH","M","2005-05",2.520803,
"BEL","CPI","TOT","AGRWTH","M","2005-06",2.877081,
"BEL","CPI","TOT","AGRWTH","M","2005-07",3.135676,
"BEL","CPI","TOT","AGRWTH","M","2005-08",3.119668,
"BEL","CPI","TOT","AGRWTH","M","2005-09",3.153921,
